Easting,Northing,n
522575.0009,271774.9999,1
522575.0009,271824.9999,1
522575.0009,273124.9999,1
522575.0009,303024.9999,1
522625.0009,268224.9999,1
522625.0009,272024.9999,1
522625.0009,301224.9999,1
522625.0009,307674.9999,1
522675.0009,253024.9999,1
522675.0009,271724.9999,1
522675.0009,302774.9999,1
522725.0009,271324.9999,1
522725.0009,302824.9999,1
522775.0009,271674.9999,1
522775.0009,281274.9999,1
522825.0009,273174.9999,1
522825.0009,301724.9999,1
522825.0009,303024.9999,1
522825.0009,303124.9999,1
522825.0009,303424.9999,1
522875.0009,271374.9999,1
522875.0009,271624.9999,1
522875.0009,293174.9999,1
522875.0009,293724.9999,1
522875.0009,296224.9999,1
522875.0009,299874.9999,1
522875.0009,303224.9999,1
522875.0009,304274.9999,1
522875.0009,304474.9999,1
522925.0009,253124.9999,1
522925.0009,272224.9999,1
522925.0009,293724.9999,1
522925.0009,296274.9999,1
522925.0009,299674.9999,1
522925.0009,302224.9999,1
522925.0009,303224.9999,1
522925.0009,308124.9999,1
522975.0009,272174.9999,1
522975.0009,273124.9999,1
522975.0009,296274.9999,1
522975.0009,303024.9999,1
522975.0009,304874.9999,1
523025.0009,251924.9999,1
523025.0009,272424.9999,1
523025.0009,293674.9999,1
523025.0009,302374.9999,1
523025.0009,305074.9999,1
523075.0009,269124.9999,1
523075.0009,271674.9999,1
523075.0009,272624.9999,1
523075.0009,273924.9999,1
523075.0009,293124.9999,1
523125.0009,272674.9999,1
523125.0009,273324.9999,1
523125.0009,299424.9999,1
523125.0009,303174.9999,1
523175.0009,259974.9999,1
523175.0009,262524.9999,1
523175.0009,271674.9999,1
523175.0009,272724.9999,1
523175.0009,272774.9999,1
523175.0009,287874.9999,1
523175.0009,305574.9999,1
523175.0009,305624.9999,1
523175.0009,305824.9999,1
523225.0009,273424.9999,1
523225.0009,305724.9999,1
523275.0009,272624.9999,1
523275.0009,277824.9999,1
523275.0009,293574.9999,1
523325.0009,269524.9999,1
523325.0009,272524.9999,1
523325.0009,273774.9999,1
523325.0009,273924.9999,1
523325.0009,306574.9999,1
523325.0009,306674.9999,1
523375.0009,259974.9999,1
523375.0009,271974.9999,1
523375.0009,272424.9999,1
523375.0009,296424.9999,1
523425.0009,272224.9999,1
523425.0009,272424.9999,1
523425.0009,296424.9999,1
523475.0009,269674.9999,1
523475.0009,298424.9999,1
523475.0009,298474.9999,1
523525.0009,262524.9999,1
523525.0009,269724.9999,1
523525.0009,272674.9999,1
523575.0009,272074.9999,1
523575.0009,272274.9999,1
523575.0009,272374.9999,1
523575.0009,272774.9999,1
523625.0009,252924.9999,1
523625.0009,271874.9999,1
523625.0009,271924.9999,1
523625.0009,272074.9999,1
523625.0009,281674.9999,1
523675.0009,252874.9999,1
523675.0009,271774.9999,1
523675.0009,272874.9999,1
523725.0009,251724.9999,1
523725.0009,252224.9999,1
523725.0009,252524.9999,1
523725.0009,262524.9999,1
523725.0009,271724.9999,1
523725.0009,271824.9999,1
523725.0009,271924.9999,1
523725.0009,272124.9999,1
523725.0009,273024.9999,1
523725.0009,296724.9999,1
523775.0009,271624.9999,1
523775.0009,272374.9999,1
523775.0009,273274.9999,1
523775.0009,277024.9999,1
523825.0009,272124.9999,1
523825.0009,273674.9999,1
523825.0009,298474.9999,1
523875.0009,252324.9999,1
523875.0009,269924.9999,1
523875.0009,271474.9999,1
523875.0009,271574.9999,1
523875.0009,271674.9999,1
523875.0009,293424.9999,1
523925.0009,252124.9999,1
523925.0009,271524.9999,1
523925.0009,271574.9999,1
523925.0009,271924.9999,1
523925.0009,272074.9999,1
523925.0009,274124.9999,1
523925.0009,274224.9999,1
523925.0009,296824.9999,1
523925.0009,303274.9999,1
523975.0009,252324.9999,1
523975.0009,271424.9999,1
523975.0009,273124.9999,1
523975.0009,274224.9999,1
523975.0009,288124.9999,1
523975.0009,293374.9999,1
523975.0009,296874.9999,1
524025.0009,272024.9999,1
524025.0009,272724.9999,1
524025.0009,272774.9999,1
524025.0009,273074.9999,1
524025.0009,274374.9999,1
524025.0009,288124.9999,1
524075.0009,271624.9999,1
524075.0009,271774.9999,1
524075.0009,273974.9999,1
524075.0009,274374.9999,1
524075.0009,296924.9999,1
524125.0009,260124.9999,1
524125.0009,271624.9999,1
524125.0009,271774.9999,1
524125.0009,271824.9999,1
524125.0009,271924.9999,1
524125.0009,271974.9999,1
524125.0009,272524.9999,1
524175.0009,271824.9999,1
524175.0009,272774.9999,1
524175.0009,272824.9999,1
524175.0009,275424.9999,1
524225.0009,252124.9999,1
524225.0009,271924.9999,1
524225.0009,272224.9999,1
524225.0009,277524.9999,1
524275.0009,271624.9999,1
524275.0009,271874.9999,1
524275.0009,272324.9999,1
524275.0009,273424.9999,1
524325.0009,273074.9999,1
524325.0009,274024.9999,1
524325.0009,279474.9999,1
524375.0009,271324.9999,1
524375.0009,271374.9999,1
524375.0009,272374.9999,1
524375.0009,273474.9999,1
524375.0009,273574.9999,1
524375.0009,273674.9999,1
524375.0009,273724.9999,1
524375.0009,274074.9999,1
524375.0009,298474.9999,1
524425.0009,252024.9999,1
524425.0009,260074.9999,1
524425.0009,271024.9999,1
524425.0009,271774.9999,1
524425.0009,271824.9999,1
524425.0009,274074.9999,1
524425.0009,288224.9999,1
524475.0009,270324.9999,1
524475.0009,272324.9999,1
524475.0009,272924.9999,1
524475.0009,291874.9999,1
524475.0009,303424.9999,1
524525.0009,260674.9999,1
524525.0009,260874.9999,1
524525.0009,271974.9999,1
524525.0009,303424.9999,1
524575.0009,271974.9999,1
524575.0009,273524.9999,1
524575.0009,274174.9999,1
524625.0009,252524.9999,1
524625.0009,260074.9999,1
524625.0009,263974.9999,1
524625.0009,270174.9999,1
524625.0009,271124.9999,1
524625.0009,272024.9999,1
524625.0009,272724.9999,1
524625.0009,273074.9999,1
524675.0009,258774.9999,1
524675.0009,272874.9999,1
524675.0009,273274.9999,1
524675.0009,274174.9999,1
524725.0009,270574.9999,1
524725.0009,272074.9999,1
524725.0009,272724.9999,1
524725.0009,273124.9999,1
524725.0009,274074.9999,1
524775.0009,270224.9999,1
524775.0009,270524.9999,1
524775.0009,270974.9999,1
524775.0009,272624.9999,1
524775.0009,279574.9999,1
524825.0009,260024.9999,1
524825.0009,270524.9999,1
524825.0009,270974.9999,1
524875.0009,254424.9999,1
524875.0009,260024.9999,1
524875.0009,270924.9999,1
524875.0009,272924.9999,1
524875.0009,292974.9999,1
524925.0009,269974.9999,1
524925.0009,273824.9999,1
524925.0009,273874.9999,1
524925.0009,297324.9999,1
524975.0009,260024.9999,1
524975.0009,269724.9999,1
524975.0009,270524.9999,1
524975.0009,272874.9999,1
524975.0009,277024.9999,1
525025.0009,270824.9999,1
525025.0009,272324.9999,1
525025.0009,303574.9999,1
525075.0009,252624.9999,1
525075.0009,255574.9999,1
525075.0009,269724.9999,1
525075.0009,270574.9999,1
525075.0009,270774.9999,1
525075.0009,272324.9999,1
525125.0009,254624.9999,1
525125.0009,270274.9999,1
525125.0009,273024.9999,1
525125.0009,279924.9999,1
525175.0009,256674.9999,1
525175.0009,256774.9999,1
525175.0009,273024.9999,1
525175.0009,284724.9999,1
525175.0009,292674.9999,1
525225.0009,256824.9999,1
525225.0009,270624.9999,1
525275.0009,269674.9999,1
525275.0009,269924.9999,1
525275.0009,270624.9999,1
525275.0009,273224.9999,1
525275.0009,285474.9999,1
525325.0009,273274.9999,1
525325.0009,285674.9999,1
525325.0009,285824.9999,1
525375.0009,251524.9999,1
525375.0009,259974.9999,1
525375.0009,270574.9999,1
525375.0009,275024.9999,1
525375.0009,303674.9999,1
525425.0009,259924.9999,1
525425.0009,270224.9999,1
525425.0009,270574.9999,1
525425.0009,270724.9999,1
525425.0009,275024.9999,1
525425.0009,275074.9999,1
525425.0009,283824.9999,1
525475.0009,270374.9999,1
525525.0009,270174.9999,1
525525.0009,270424.9999,1
525525.0009,270474.9999,1
525525.0009,270524.9999,1
525525.0009,287274.9999,1
525525.0009,287424.9999,1
525575.0009,262674.9999,1
525575.0009,270724.9999,1
525575.0009,280524.9999,1
525575.0009,287674.9999,1
525575.0009,287974.9999,1
525575.0009,298824.9999,1
525575.0009,303724.9999,1
525625.0009,270474.9999,1
525625.0009,273374.9999,1
525625.0009,303724.9999,1
525625.0009,305424.9999,1
525675.0009,270474.9999,1
525675.0009,273374.9999,1
525675.0009,292424.9999,1
525675.0009,297524.9999,1
525725.0009,268724.9999,1
525725.0009,270474.9999,1
525725.0009,272774.9999,1
525725.0009,288824.9999,1
525775.0009,273274.9999,1
525775.0009,282574.9999,1
525825.0009,255224.9999,1
525825.0009,268524.9999,1
525825.0009,268574.9999,1
525825.0009,272824.9999,1
525825.0009,289624.9999,1
525825.0009,292324.9999,1
525825.0009,297524.9999,1
525825.0009,297724.9999,1
525875.0009,272774.9999,1
525875.0009,290324.9999,1
525925.0009,270424.9999,1
525925.0009,290574.9999,1
525925.0009,290724.9999,1
525925.0009,297524.9999,1
525925.0009,303774.9999,1
525975.0009,270374.9999,1
525975.0009,272974.9999,1
525975.0009,273124.9999,1
525975.0009,298974.9999,1
526025.0009,268124.9999,1
526025.0009,273074.9999,1
526025.0009,276374.9999,1
526025.0009,278524.9999,1
526025.0009,291424.9999,1
526075.0009,291674.9999,1
526125.0009,272824.9999,1
526125.0009,272874.9999,1
526125.0009,273124.9999,1
526175.0009,256074.9999,1
526175.0009,273024.9999,1
526175.0009,273174.9999,1
526175.0009,299024.9999,1
526225.0009,270274.9999,1
526225.0009,272774.9999,1
526275.0009,255724.9999,1
526275.0009,265024.9999,1
526275.0009,270274.9999,1
526325.0009,258724.9999,1
526325.0009,267524.9999,1
526325.0009,287224.9999,1
526325.0009,291774.9999,1
526325.0009,293774.9999,1
526375.0009,267474.9999,1
526375.0009,282874.9999,1
526375.0009,297624.9999,1
526425.0009,258824.9999,1
526425.0009,297424.9999,1
526475.0009,294774.9999,1
526475.0009,294874.9999,1
526525.0009,272674.9999,1
526525.0009,278524.9999,1
526525.0009,287224.9999,1
526525.0009,303924.9999,1
526575.0009,287174.9999,1
526575.0009,295874.9999,1
526625.0009,259124.9999,1
526675.0009,251374.9999,1
526675.0009,259224.9999,1
526675.0009,259424.9999,1
526675.0009,259774.9999,1
526675.0009,259824.9999,1
526675.0009,296574.9999,1
526725.0009,266774.9999,1
526725.0009,273774.9999,1
526725.0009,297274.9999,1
526725.0009,306124.9999,1
526775.0009,270074.9999,1
526775.0009,273774.9999,1
526775.0009,297224.9999,1
526775.0009,297274.9999,1
526825.0009,275274.9999,1
526825.0009,297074.9999,1
526825.0009,297124.9999,1
526825.0009,297224.9999,1
526875.0009,266424.9999,1
526875.0009,266524.9999,1
526875.0009,287174.9999,1
526875.0009,296874.9999,1
526875.0009,297024.9999,1
526875.0009,297074.9999,1
526925.0009,245524.9999,1
526925.0009,259874.9999,1
526925.0009,272624.9999,1
526925.0009,275124.9999,1
526975.0009,275074.9999,1
526975.0009,282974.9999,1
527025.0009,257874.9999,1
527025.0009,266224.9999,1
527025.0009,274274.9999,1
527025.0009,290924.9999,1
527025.0009,297774.9999,1
527075.0009,266124.9999,1
527075.0009,269974.9999,1
527075.0009,274374.9999,1
527075.0009,297174.9999,1
527075.0009,297224.9999,1
527125.0009,255924.9999,1
527125.0009,259924.9999,1
527125.0009,265874.9999,1
527125.0009,274424.9999,1
527125.0009,287124.9999,1
527125.0009,299324.9999,1
527175.0009,255324.9999,1
527175.0009,265774.9999,1
527175.0009,266074.9999,1
527175.0009,272574.9999,1
527175.0009,287124.9999,1
527175.0009,305774.9999,1
527225.0009,265774.9999,1
527225.0009,269924.9999,1
527225.0009,274774.9999,1
527225.0009,296874.9999,1
527225.0009,297174.9999,1
527225.0009,298124.9999,1
527275.0009,251474.9999,1
527275.0009,260074.9999,1
527275.0009,269924.9999,1
527275.0009,287024.9999,1
527275.0009,299374.9999,1
527325.0009,261374.9999,1
527325.0009,272524.9999,1
527325.0009,274574.9999,1
527325.0009,286924.9999,1
527325.0009,296624.9999,1
527325.0009,297374.9999,1
527325.0009,304224.9999,1
527375.0009,247674.9999,1
527375.0009,274674.9999,1
527375.0009,297524.9999,1
527425.0009,240774.9999,1
527425.0009,260124.9999,1
527425.0009,262324.9999,1
527425.0009,272524.9999,1
527425.0009,296474.9999,1
527425.0009,299174.9999,1
527425.0009,305574.9999,1
527475.0009,269874.9999,1
527475.0009,274474.9999,1
527475.0009,274774.9999,1
527475.0009,297074.9999,1
527475.0009,299374.9999,1
527525.0009,290324.9999,1
527575.0009,269824.9999,1
527575.0009,272574.9999,1
527575.0009,274324.9999,1
527575.0009,274874.9999,1
527575.0009,280774.9999,1
527575.0009,286574.9999,1
527625.0009,260274.9999,1
527625.0009,260324.9999,1
527625.0009,262174.9999,1
527625.0009,274274.9999,1
527675.0009,243024.9999,1
527675.0009,243074.9999,1
527675.0009,274974.9999,1
527675.0009,283374.9999,1
527675.0009,300974.9999,1
527675.0009,301174.9999,1
527725.0009,296524.9999,1
527725.0009,296574.9999,1
527725.0009,297124.9999,1
527725.0009,304674.9999,1
527775.0009,269774.9999,1
527775.0009,269824.9999,1
527775.0009,275024.9999,1
527775.0009,286374.9999,1
527775.0009,297474.9999,1
527825.0009,272624.9999,1
527825.0009,283524.9999,1
527825.0009,296674.9999,1
527875.0009,275124.9999,1
527875.0009,297124.9999,1
527925.0009,260474.9999,1
527925.0009,262324.9999,1
527925.0009,286174.9999,1
527925.0009,297874.9999,1
527975.0009,269724.9999,1
527975.0009,284924.9999,1
527975.0009,286124.9999,1
528025.0009,247474.9999,1
528025.0009,264074.9999,1
528025.0009,272224.9999,1
528025.0009,273874.9999,1
528025.0009,304874.9999,1
528025.0009,305024.9999,1
528025.0009,305074.9999,1
528075.0009,271174.9999,1
528075.0009,272574.9999,1
528075.0009,273824.9999,1
528075.0009,285074.9999,1
528075.0009,297474.9999,1
528075.0009,298024.9999,1
528075.0009,304274.9999,1
528075.0009,304924.9999,1
528075.0009,305024.9999,1
528125.0009,263674.9999,1
528125.0009,263774.9999,1
528125.0009,272274.9999,1
528125.0009,285074.9999,1
528125.0009,297674.9999,1
528175.0009,273724.9999,1
528175.0009,289574.9999,1
528175.0009,302824.9999,1
528175.0009,302924.9999,1
528175.0009,303024.9999,1
528225.0009,263624.9999,1
528225.0009,263674.9999,1
528225.0009,284074.9999,1
528225.0009,285424.9999,1
528225.0009,285824.9999,1
528225.0009,303224.9999,1
528275.0009,284924.9999,1
528275.0009,285774.9999,1
528275.0009,297124.9999,1
528275.0009,304324.9999,1
528325.0009,247524.9999,1
528325.0009,263474.9999,1
528325.0009,285374.9999,1
528325.0009,289374.9999,1
528375.0009,283924.9999,1
528375.0009,284024.9999,1
528375.0009,284624.9999,1
528375.0009,285024.9999,1
528425.0009,273474.9999,1
528425.0009,284924.9999,1
528425.0009,289274.9999,1
528475.0009,243374.9999,1
528475.0009,284874.9999,1
528475.0009,285574.9999,1
528525.0009,260524.9999,1
528525.0009,263024.9999,1
528525.0009,264524.9999,1
528525.0009,285124.9999,1
528525.0009,285224.9999,1
528525.0009,289174.9999,1
528575.0009,264624.9999,1
528575.0009,285024.9999,1
528575.0009,285424.9999,1
528575.0009,285624.9999,1
528625.0009,241724.9999,1
528625.0009,269474.9999,1
528625.0009,273224.9999,1
528625.0009,283774.9999,1
528675.0009,265124.9999,1
528675.0009,269474.9999,1
528675.0009,285024.9999,1
528675.0009,285224.9999,1
528725.0009,242624.9999,1
528725.0009,243324.9999,1
528725.0009,261974.9999,1
528725.0009,266474.9999,1
528725.0009,285174.9999,1
528725.0009,285224.9999,1
528725.0009,297224.9999,1
528725.0009,304324.9999,1
528775.0009,281674.9999,1
528775.0009,285024.9999,1
528775.0009,285074.9999,1
528775.0009,285224.9999,1
528775.0009,285374.9999,1
528825.0009,260524.9999,1
528825.0009,265724.9999,1
528825.0009,265824.9999,1
528825.0009,272374.9999,1
528825.0009,277774.9999,1
528825.0009,281774.9999,1
528825.0009,285074.9999,1
528825.0009,286274.9999,1
528825.0009,297224.9999,1
528875.0009,250724.9999,1
528875.0009,266124.9999,1
528875.0009,282074.9999,1
528925.0009,244974.9999,1
528925.0009,282374.9999,1
528925.0009,304324.9999,1
528975.0009,266474.9999,1
528975.0009,282574.9999,1
528975.0009,282624.9999,1
528975.0009,283024.9999,1
528975.0009,283224.9999,1
528975.0009,288624.9999,1
529025.0009,244424.9999,1
529025.0009,262224.9999,1
529025.0009,276274.9999,1
529025.0009,281174.9999,1
529025.0009,285374.9999,1
529075.0009,237424.9999,1
529075.0009,260574.9999,1
529075.0009,262874.9999,1
529075.0009,272374.9999,1
529075.0009,285174.9999,1
529075.0009,286874.9999,1
529125.0009,269274.9999,1
529125.0009,276374.9999,1
529175.0009,272374.9999,1
529175.0009,288324.9999,1
529175.0009,288374.9999,1
529225.0009,267024.9999,1
529225.0009,267074.9999,1
529225.0009,305874.9999,1
529275.0009,245374.9999,1
529275.0009,257024.9999,1
529275.0009,260574.9999,1
529275.0009,272374.9999,1
529325.0009,260574.9999,1
529325.0009,261324.9999,1
529325.0009,280724.9999,1
529375.0009,257074.9999,1
529375.0009,267374.9999,1
529375.0009,269174.9999,1
529375.0009,272374.9999,1
529375.0009,280674.9999,1
529375.0009,288024.9999,1
529425.0009,260624.9999,1
529425.0009,269174.9999,1
529425.0009,285624.9999,1
529425.0009,287924.9999,1
529475.0009,269174.9999,1
529475.0009,272374.9999,1
529525.0009,260624.9999,1
529525.0009,260674.9999,1
529525.0009,269124.9999,1
529525.0009,272324.9999,1
529525.0009,286924.9999,1
529525.0009,287324.9999,1
529525.0009,287474.9999,1
529525.0009,297274.9999,1
529525.0009,304074.9999,1
529575.0009,270524.9999,1
529625.0009,260674.9999,1
529625.0009,269124.9999,1
529625.0009,280624.9999,1
529675.0009,276974.9999,1
529725.0009,277224.9999,1
529725.0009,277324.9999,1
529725.0009,277574.9999,1
529725.0009,277724.9999,1
529725.0009,308474.9999,1
529775.0009,260674.9999,1
529775.0009,269074.9999,1
529775.0009,270124.9999,1
529775.0009,277524.9999,1
529825.0009,238274.9999,1
529825.0009,260674.9999,1
529825.0009,269024.9999,1
529825.0009,278124.9999,1
529825.0009,297324.9999,1
529875.0009,260024.9999,1
529875.0009,268074.9999,1
529875.0009,269024.9999,1
529875.0009,286124.9999,1
529925.0009,260724.9999,1
529925.0009,268974.9999,1
529925.0009,272274.9999,1
529975.0009,286724.9999,1
530025.0009,268424.9999,1
530025.0009,272274.9999,1
530025.0009,304624.9999,1
530075.0009,259424.9999,1
530075.0009,280574.9999,1
530075.0009,286974.9999,1
530125.0009,268924.9999,1
530175.0009,268924.9999,1
530175.0009,278574.9999,1
530175.0009,297474.9999,1
530225.0009,268724.9999,1
530225.0009,268874.9999,1
530225.0009,269024.9999,1
530225.0009,272724.9999,1
530225.0009,276474.9999,1
530225.0009,279624.9999,1
530275.0009,269074.9999,1
530275.0009,269224.9999,1
530275.0009,272974.9999,1
530275.0009,278624.9999,1
530325.0009,258474.9999,1
530325.0009,268774.9999,1
530325.0009,268874.9999,1
530325.0009,277224.9999,1
530375.0009,249674.9999,1
530375.0009,259324.9999,1
530375.0009,268874.9999,1
530375.0009,268974.9999,1
530375.0009,273174.9999,1
530375.0009,280124.9999,1
530425.0009,246774.9999,1
530425.0009,258124.9999,1
530425.0009,268874.9999,1
530475.0009,258074.9999,1
530475.0009,268824.9999,1
530475.0009,272474.9999,1
530475.0009,273274.9999,1
530475.0009,278724.9999,1
530475.0009,280074.9999,1
530525.0009,268774.9999,1
530525.0009,268824.9999,1
530525.0009,272274.9999,1
530525.0009,272324.9999,1
530525.0009,273374.9999,1
530525.0009,280474.9999,1
530575.0009,268774.9999,1
530575.0009,304474.9999,1
530625.0009,246874.9999,1
530625.0009,268774.9999,1
530625.0009,280124.9999,1
530625.0009,290324.9999,1
530625.0009,295574.9999,1
530675.0009,249074.9999,1
530675.0009,260674.9999,1
530675.0009,267724.9999,1
530675.0009,297724.9999,1
530725.0009,273174.9999,1
530725.0009,273224.9999,1
530725.0009,273574.9999,1
530775.0009,270124.9999,1
530775.0009,272224.9999,1
530775.0009,272324.9999,1
530775.0009,273124.9999,1
530775.0009,288024.9999,1
530825.0009,270274.9999,1
530825.0009,270324.9999,1
530825.0009,272974.9999,1
530825.0009,288074.9999,1
530925.0009,270574.9999,1
530925.0009,272774.9999,1
530925.0009,280174.9999,1
530925.0009,297874.9999,1
530925.0009,304424.9999,1
530925.0009,308624.9999,1
530975.0009,256374.9999,1
530975.0009,272074.9999,1
530975.0009,272774.9999,1
530975.0009,288074.9999,1
530975.0009,297824.9999,1
531025.0009,270524.9999,1
531025.0009,272024.9999,1
531075.0009,271674.9999,1
531075.0009,271724.9999,1
531075.0009,272574.9999,1
531075.0009,288074.9999,1
531075.0009,293224.9999,1
531125.0009,255724.9999,1
531125.0009,271624.9999,1
531125.0009,271774.9999,1
531125.0009,272624.9999,1
531125.0009,280124.9999,1
531175.0009,247324.9999,1
531175.0009,255574.9999,1
531175.0009,255674.9999,1
531175.0009,271374.9999,1
531175.0009,272174.9999,1
531175.0009,272324.9999,1
531175.0009,272374.9999,1
531175.0009,272474.9999,1
531175.0009,279574.9999,1
531175.0009,280124.9999,1
531175.0009,295524.9999,1
531175.0009,297724.9999,1
531225.0009,260474.9999,1
531225.0009,270624.9999,1
531225.0009,271324.9999,1
531225.0009,271374.9999,1
531225.0009,271474.9999,1
531225.0009,271724.9999,1
531225.0009,292924.9999,1
531275.0009,268474.9999,1
531275.0009,268974.9999,1
531275.0009,273574.9999,1
531275.0009,279974.9999,1
531275.0009,280024.9999,1
531325.0009,249324.9999,1
531325.0009,255124.9999,1
531325.0009,255224.9999,1
531325.0009,259374.9999,1
531325.0009,259474.9999,1
531325.0009,269374.9999,1
531325.0009,271274.9999,1
531325.0009,272324.9999,1
531325.0009,273574.9999,1
531325.0009,280024.9999,1
531375.0009,271224.9999,1
531375.0009,271674.9999,1
531375.0009,273474.9999,1
531425.0009,271324.9999,1
531425.0009,272174.9999,1
531425.0009,279974.9999,1
531425.0009,280524.9999,1
531425.0009,297624.9999,1
531475.0009,242624.9999,1
531475.0009,268274.9999,1
531475.0009,268474.9999,1
531475.0009,271174.9999,1
531475.0009,271224.9999,1
531475.0009,277374.9999,1
531475.0009,279924.9999,1
531475.0009,287824.9999,1
531475.0009,304424.9999,1
531525.0009,259524.9999,1
531525.0009,268274.9999,1
531525.0009,271874.9999,1
531575.0009,267824.9999,1
531575.0009,268174.9999,1
531575.0009,270774.9999,1
531575.0009,271124.9999,1
531625.0009,254324.9999,1
531625.0009,267774.9999,1
531625.0009,268174.9999,1
531625.0009,271124.9999,1
531625.0009,272024.9999,1
531625.0009,304824.9999,1
531675.0009,260274.9999,1
531675.0009,268124.9999,1
531675.0009,279724.9999,1
531725.0009,259374.9999,1
531725.0009,268124.9999,1
531725.0009,271324.9999,1
531725.0009,304424.9999,1
531775.0009,260074.9999,1
531775.0009,260224.9999,1
531775.0009,268074.9999,1
531775.0009,270974.9999,1
531775.0009,272124.9999,1
531775.0009,297524.9999,1
531825.0009,253574.9999,1
531825.0009,259874.9999,1
531825.0009,260174.9999,1
531825.0009,271624.9999,1
531825.0009,280674.9999,1
531825.0009,297374.9999,1
531825.0009,304374.9999,1
531875.0009,268024.9999,1
531875.0009,271574.9999,1
531875.0009,272124.9999,1
531875.0009,280724.9999,1
531925.0009,259524.9999,1
531925.0009,268024.9999,1
531925.0009,272124.9999,1
531925.0009,273174.9999,1
531925.0009,280724.9999,1
531975.0009,259324.9999,1
531975.0009,259624.9999,1
531975.0009,268024.9999,1
532025.0009,247474.9999,1
532025.0009,259424.9999,1
532025.0009,259724.9999,1
532025.0009,260224.9999,1
532025.0009,268474.9999,1
532025.0009,304274.9999,1
532075.0009,252724.9999,1
532075.0009,260224.9999,1
532075.0009,267774.9999,1
532075.0009,267924.9999,1
532075.0009,271624.9999,1
532075.0009,272124.9999,1
532125.0009,252524.9999,1
532125.0009,259174.9999,1
532125.0009,259724.9999,1
532125.0009,259774.9999,1
532125.0009,272374.9999,1
532125.0009,296924.9999,1
532175.0009,268324.9999,1
532175.0009,272624.9999,1
532225.0009,259574.9999,1
532225.0009,260224.9999,1
532225.0009,272124.9999,1
532225.0009,272824.9999,1
532275.0009,266624.9999,1
532275.0009,271674.9999,1
532325.0009,257174.9999,1
532325.0009,267874.9999,1
532325.0009,283524.9999,1
532425.0009,256624.9999,1
532425.0009,264024.9999,1
532425.0009,273624.9999,1
532475.0009,240774.9999,1
532475.0009,255824.9999,1
532475.0009,256474.9999,1
532475.0009,259824.9999,1
532525.0009,259774.9999,1
532525.0009,278724.9999,1
532575.0009,267774.9999,1
532575.0009,287974.9999,1
532625.0009,255924.9999,1
532625.0009,260174.9999,1
532625.0009,267774.9999,1
532625.0009,273974.9999,1
532625.0009,287974.9999,1
532625.0009,296974.9999,1
532675.0009,278274.9999,1
532675.0009,296974.9999,1
532725.0009,248824.9999,1
532725.0009,264074.9999,1
532725.0009,264124.9999,1
532775.0009,243674.9999,1
532775.0009,274224.9999,1
532775.0009,278124.9999,1
532775.0009,278174.9999,1
532775.0009,280974.9999,1
532825.0009,243674.9999,1
532825.0009,259774.9999,1
532875.0009,259524.9999,1
532925.0009,255824.9999,1
532925.0009,291374.9999,1
532975.0009,243824.9999,1
532975.0009,244324.9999,1
532975.0009,255774.9999,1
532975.0009,267574.9999,1
532975.0009,277674.9999,1
532975.0009,278024.9999,1
532975.0009,304124.9999,1
533025.0009,277674.9999,1
533075.0009,243874.9999,1
533075.0009,243974.9999,1
533075.0009,267524.9999,1
533075.0009,277874.9999,1
533125.0009,259474.9999,1
533125.0009,267474.9999,1
533125.0009,274824.9999,1
533175.0009,289024.9999,1
533225.0009,243924.9999,1
533225.0009,248924.9999,1
533225.0009,267424.9999,1
533225.0009,275024.9999,1
533225.0009,308924.9999,1
533275.0009,248774.9999,1
533275.0009,275124.9999,1
533325.0009,243974.9999,1
533325.0009,248524.9999,1
533325.0009,261874.9999,1
533375.0009,248324.9999,1
533375.0009,248374.9999,1
533375.0009,263024.9999,1
533375.0009,272374.9999,1
533375.0009,277774.9999,1
533425.0009,243874.9999,1
533425.0009,267274.9999,1
533425.0009,272374.9999,1
533425.0009,297574.9999,1
533475.0009,244024.9999,1
533475.0009,248074.9999,1
533475.0009,259974.9999,1
533525.0009,259574.9999,1
533525.0009,298774.9999,1
533575.0009,244024.9999,1
533575.0009,290924.9999,1
533625.0009,244024.9999,1
533675.0009,243274.9999,1
533675.0009,272174.9999,1
533725.0009,268424.9999,1
533725.0009,277324.9999,1
533775.0009,244124.9999,1
533825.0009,267024.9999,1
533825.0009,272174.9999,1
533825.0009,287974.9999,1
533875.0009,249174.9999,1
533875.0009,270824.9999,1
533875.0009,272124.9999,1
533925.0009,268124.9999,1
533925.0009,303974.9999,1
533975.0009,276274.9999,1
534025.0009,246074.9999,1
534025.0009,246124.9999,1
534025.0009,272074.9999,1
534075.0009,259824.9999,1
534075.0009,281674.9999,1
534125.0009,245724.9999,1
534125.0009,268124.9999,1
534125.0009,289924.9999,1
534175.0009,245574.9999,1
534175.0009,272074.9999,1
534175.0009,272724.9999,1
534175.0009,303974.9999,1
534225.0009,245424.9999,1
534225.0009,267824.9999,1
534225.0009,303924.9999,1
534275.0009,290124.9999,1
534325.0009,266724.9999,1
534325.0009,290574.9999,1
534325.0009,303924.9999,1
534375.0009,272024.9999,1
534375.0009,282024.9999,1
534375.0009,303924.9999,1
534425.0009,249624.9999,1
534425.0009,266624.9999,1
534425.0009,275024.9999,1
534475.0009,264024.9999,1
534475.0009,303874.9999,1
534575.0009,244124.9999,1
534575.0009,244174.9999,1
534575.0009,244274.9999,1
534575.0009,264074.9999,1
