Easting,Northing,n
548525.0009,259474.9999,2
548575.0009,264024.9999,2
548625.0009,249424.9999,2
548675.0009,247274.9999,2
548675.0009,256524.9999,2
548725.0009,256624.9999,2
548725.0009,278874.9999,2
548825.0009,256124.9999,2
548825.0009,257474.9999,2
548825.0009,265074.9999,2
548875.0009,248224.9999,2
548875.0009,256824.9999,2
548925.0009,256924.9999,2
549025.0009,247824.9999,2
549175.0009,247374.9999,2
549175.0009,247574.9999,2
549375.0009,257574.9999,2
549475.0009,256474.9999,2
549675.0009,245624.9999,2
549775.0009,247824.9999,2
549775.0009,265524.9999,2
549825.0009,259274.9999,2
549925.0009,247924.9999,2
550025.0009,279324.9999,2
550075.0009,242424.9999,2
550075.0009,244574.9999,2
550125.0009,259324.9999,2
550175.0009,248274.9999,2
550375.0009,273124.9999,2
550775.0009,274224.9999,2
550825.0009,274374.9999,2
550925.0009,245724.9999,2
551125.0009,256374.9999,2
551175.0009,256374.9999,2
551375.0009,259424.9999,2
551425.0009,274374.9999,2
551425.0009,283874.9999,2
551525.0009,276874.9999,2
551575.0009,259974.9999,2
551575.0009,275624.9999,2
551825.0009,249324.9999,2
551875.0009,259724.9999,2
551925.0009,248874.9999,2
551925.0009,275874.9999,2
551975.0009,256274.9999,2
552175.0009,250124.9999,2
552175.0009,250224.9999,2
552225.0009,283874.9999,2
552725.0009,276574.9999,2
552725.0009,276624.9999,2
552825.0009,284024.9999,2
552825.0009,290924.9999,2
553025.0009,278874.9999,2
553325.0009,282674.9999,2
553325.0009,282724.9999,2
553625.0009,280174.9999,2
553725.0009,279024.9999,2
554075.0009,280474.9999,2
554125.0009,248024.9999,2
554275.0009,279624.9999,2
554575.0009,280824.9999,2
554675.0009,248924.9999,2
554725.0009,279124.9999,2
554775.0009,282474.9999,2
554825.0009,280724.9999,2
555075.0009,272274.9999,2
555175.0009,247074.9999,2
555175.0009,283524.9999,2
555275.0009,285924.9999,2
555325.0009,285524.9999,2
555325.0009,285874.9999,2
555625.0009,262574.9999,2
555925.0009,277624.9999,2
556325.0009,285974.9999,2
556425.0009,286224.9999,2
556525.0009,246824.9999,2
556575.0009,263624.9999,2
556625.0009,281474.9999,2
556675.0009,284574.9999,2
556675.0009,286824.9999,2
556725.0009,284524.9999,2
557125.0009,248474.9999,2
557325.0009,284424.9999,2
557375.0009,256374.9999,2
557425.0009,259974.9999,2
557575.0009,246024.9999,2
557575.0009,260024.9999,2
557775.0009,256924.9999,2
557775.0009,260124.9999,2
558025.0009,264824.9999,2
558425.0009,245274.9999,2
558475.0009,274974.9999,2
558525.0009,274924.9999,2
558575.0009,260874.9999,2
558625.0009,261024.9999,2
558725.0009,261224.9999,2
558775.0009,261324.9999,2
559075.0009,274024.9999,2
559325.0009,272974.9999,2
559575.0009,272824.9999,2
560025.0009,271374.9999,2
560175.0009,271424.9999,2
560375.0009,273374.9999,2
560425.0009,271424.9999,2
560425.0009,273374.9999,2
560425.0009,273424.9999,2
561025.0009,271624.9999,2
561325.0009,246924.9999,2
562875.0009,258774.9999,2
563625.0009,271524.9999,2
564725.0009,262724.9999,2
565325.0009,254124.9999,2
566925.0009,260624.9999,2
567275.0009,266774.9999,2
567425.0009,266824.9999,2
568975.0009,269224.9999,2
570425.0009,260174.9999,2
500025.0009,256224.9999,1
500025.0009,256874.9999,1
500025.0009,256924.9999,1
500025.0009,257824.9999,1
502025.0009,305674.9999,1
502075.0009,305674.9999,1
502175.0009,305624.9999,1
502225.0009,305624.9999,1
502325.0009,305574.9999,1
502325.0009,305674.9999,1
502375.0009,305574.9999,1
502375.0009,305674.9999,1
502725.0009,306174.9999,1
502825.0009,305424.9999,1
502825.0009,305474.9999,1
502925.0009,305374.9999,1
503025.0009,305324.9999,1
503075.0009,305274.9999,1
503125.0009,305224.9999,1
503175.0009,300724.9999,1
503175.0009,305124.9999,1
503275.0009,306124.9999,1
503475.0009,304824.9999,1
503475.0009,305524.9999,1
503475.0009,305624.9999,1
503525.0009,304774.9999,1
503575.0009,304724.9999,1
503625.0009,304574.9999,1
503625.0009,304624.9999,1
503625.0009,304674.9999,1
503675.0009,304624.9999,1
503725.0009,304524.9999,1
503725.0009,304574.9999,1
503775.0009,276824.9999,1
503925.0009,304324.9999,1
504075.0009,304274.9999,1
504125.0009,304174.9999,1
504225.0009,274724.9999,1
504225.0009,301624.9999,1
504325.0009,302474.9999,1
504325.0009,304024.9999,1
504375.0009,303924.9999,1
504525.0009,300474.9999,1
504575.0009,300474.9999,1
504575.0009,303824.9999,1
504625.0009,276324.9999,1
504625.0009,303724.9999,1
504625.0009,303774.9999,1
504675.0009,276224.9999,1
504675.0009,276274.9999,1
504725.0009,303674.9999,1
504775.0009,303624.9999,1
504825.0009,276124.9999,1
504825.0009,304074.9999,1
504875.0009,303474.9999,1
504925.0009,276024.9999,1
504925.0009,276074.9999,1
505025.0009,300324.9999,1
505025.0009,306724.9999,1
505075.0009,300324.9999,1
505125.0009,275824.9999,1
505175.0009,303224.9999,1
505225.0009,303174.9999,1
505275.0009,303124.9999,1
505275.0009,306574.9999,1
505325.0009,303124.9999,1
505375.0009,306474.9999,1
505525.0009,275524.9999,1
505575.0009,275474.9999,1
505675.0009,302874.9999,1
505725.0009,302424.9999,1
505725.0009,302774.9999,1
505825.0009,302724.9999,1
505875.0009,275374.9999,1
505875.0009,302674.9999,1
505925.0009,302624.9999,1
505975.0009,302574.9999,1
506075.0009,275324.9999,1
506175.0009,302424.9999,1
506225.0009,200024.9999,1
506475.0009,275224.9999,1
506625.0009,301874.9999,1
506675.0009,299724.9999,1
506675.0009,301774.9999,1
506825.0009,301574.9999,1
506875.0009,299474.9999,1
506875.0009,299724.9999,1
506925.0009,301424.9999,1
507025.0009,269324.9999,1
507025.0009,275124.9999,1
507025.0009,301274.9999,1
507125.0009,306524.9999,1
507175.0009,306624.9999,1
507225.0009,299424.9999,1
507225.0009,299774.9999,1
507275.0009,269274.9999,1
507325.0009,300424.9999,1
507325.0009,300474.9999,1
507375.0009,299724.9999,1
507375.0009,299774.9999,1
507425.0009,299774.9999,1
507425.0009,300024.9999,1
507425.0009,300074.9999,1
507425.0009,300224.9999,1
507475.0009,299874.9999,1
507575.0009,298974.9999,1
507575.0009,299624.9999,1
507575.0009,299774.9999,1
507625.0009,298874.9999,1
507625.0009,298924.9999,1
507675.0009,299774.9999,1
507725.0009,299124.9999,1
507725.0009,305224.9999,1
507775.0009,274974.9999,1
507775.0009,299724.9999,1
507825.0009,298974.9999,1
507825.0009,299724.9999,1
507875.0009,299724.9999,1
507975.0009,274974.9999,1
508075.0009,305274.9999,1
508125.0009,302624.9999,1
508175.0009,274924.9999,1
508175.0009,299674.9999,1
508225.0009,299674.9999,1
508325.0009,279374.9999,1
508375.0009,305474.9999,1
508425.0009,268674.9999,1
508475.0009,274774.9999,1
508475.0009,276924.9999,1
508475.0009,298524.9999,1
508475.0009,298574.9999,1
508475.0009,303924.9999,1
508525.0009,268674.9999,1
508525.0009,274774.9999,1
508525.0009,298324.9999,1
508525.0009,298474.9999,1
508525.0009,298524.9999,1
508525.0009,299674.9999,1
508575.0009,273624.9999,1
508575.0009,274574.9999,1
508575.0009,298424.9999,1
508625.0009,298324.9999,1
508675.0009,274774.9999,1
508675.0009,298274.9999,1
508675.0009,298324.9999,1
508725.0009,270374.9999,1
508725.0009,270674.9999,1
508725.0009,272574.9999,1
508725.0009,273074.9999,1
508725.0009,274674.9999,1
508725.0009,296674.9999,1
508725.0009,296774.9999,1
508725.0009,298174.9999,1
508725.0009,298274.9999,1
508725.0009,299624.9999,1
508775.0009,272774.9999,1
508825.0009,268674.9999,1
508825.0009,271674.9999,1
508875.0009,271624.9999,1
508875.0009,293774.9999,1
508875.0009,298024.9999,1
508925.0009,276924.9999,1
508975.0009,274524.9999,1
508975.0009,276974.9999,1
508975.0009,297924.9999,1
509025.0009,274524.9999,1
509025.0009,277024.9999,1
509075.0009,297874.9999,1
509075.0009,299524.9999,1
509075.0009,300274.9999,1
509125.0009,295774.9999,1
509125.0009,295874.9999,1
509175.0009,277074.9999,1
509175.0009,292774.9999,1
509175.0009,300074.9999,1
509325.0009,266374.9999,1
509325.0009,276174.9999,1
509325.0009,306274.9999,1
509375.0009,306074.9999,1
509425.0009,277074.9999,1
509425.0009,297674.9999,1
509525.0009,297624.9999,1
509575.0009,268474.9999,1
509575.0009,297574.9999,1
509625.0009,297524.9999,1
509675.0009,292974.9999,1
509725.0009,274224.9999,1
509725.0009,297524.9999,1
509975.0009,267774.9999,1
510075.0009,267774.9999,1
510075.0009,299224.9999,1
510125.0009,267174.9999,1
510125.0009,267774.9999,1
510125.0009,293124.9999,1
510125.0009,297274.9999,1
510125.0009,299174.9999,1
510225.0009,278124.9999,1
510225.0009,293124.9999,1
510225.0009,297224.9999,1
510275.0009,293124.9999,1
510325.0009,269274.9999,1
510325.0009,269324.9999,1
510325.0009,273974.9999,1
510375.0009,269474.9999,1
510425.0009,273974.9999,1
510425.0009,280524.9999,1
510425.0009,293124.9999,1
510425.0009,299174.9999,1
510425.0009,301174.9999,1
510475.0009,293124.9999,1
510475.0009,297074.9999,1
510475.0009,297124.9999,1
510525.0009,267474.9999,1
510525.0009,297124.9999,1
510575.0009,293124.9999,1
510625.0009,299174.9999,1
510725.0009,273924.9999,1
510725.0009,297074.9999,1
510775.0009,267174.9999,1
510775.0009,273874.9999,1
510775.0009,297074.9999,1
510825.0009,270924.9999,1
510825.0009,279424.9999,1
510825.0009,279474.9999,1
510825.0009,297074.9999,1
510875.0009,273824.9999,1
510875.0009,273874.9999,1
510875.0009,281674.9999,1
510975.0009,297074.9999,1
511075.0009,299324.9999,1
511075.0009,307724.9999,1
511125.0009,306324.9999,1
511125.0009,306874.9999,1
511125.0009,306924.9999,1
511125.0009,306974.9999,1
511175.0009,297074.9999,1
511275.0009,294524.9999,1
511325.0009,266774.9999,1
511325.0009,282074.9999,1
511325.0009,297024.9999,1
511325.0009,303324.9999,1
511375.0009,293124.9999,1
511425.0009,293124.9999,1
511475.0009,266624.9999,1
511525.0009,293124.9999,1
511575.0009,293174.9999,1
511575.0009,298574.9999,1
511625.0009,282724.9999,1
511625.0009,294774.9999,1
511675.0009,299524.9999,1
511725.0009,299524.9999,1
511775.0009,296774.9999,1
511825.0009,290974.9999,1
511825.0009,303024.9999,1
511875.0009,264374.9999,1
511875.0009,283424.9999,1
511925.0009,264374.9999,1
511925.0009,298624.9999,1
511975.0009,296674.9999,1
512025.0009,293174.9999,1
512075.0009,293224.9999,1
512075.0009,308524.9999,1
512125.0009,273374.9999,1
512125.0009,283424.9999,1
512175.0009,305474.9999,1
512175.0009,306724.9999,1
512225.0009,273324.9999,1
512225.0009,293224.9999,1
512225.0009,304874.9999,1
512275.0009,283124.9999,1
512325.0009,293224.9999,1
512375.0009,272074.9999,1
512375.0009,296474.9999,1
512475.0009,277974.9999,1
512525.0009,293274.9999,1
512525.0009,299124.9999,1
512525.0009,299174.9999,1
512525.0009,302774.9999,1
512575.0009,293274.9999,1
512575.0009,296324.9999,1
512575.0009,296374.9999,1
512575.0009,299124.9999,1
512625.0009,277524.9999,1
512725.0009,296124.9999,1
512775.0009,266074.9999,1
512775.0009,298174.9999,1
512825.0009,285624.9999,1
512825.0009,293324.9999,1
512825.0009,295974.9999,1
512875.0009,273074.9999,1
512875.0009,273124.9999,1
512925.0009,295424.9999,1
512975.0009,264874.9999,1
512975.0009,287174.9999,1
512975.0009,295874.9999,1
513025.0009,264624.9999,1
513025.0009,295774.9999,1
513075.0009,272974.9999,1
513075.0009,284724.9999,1
513075.0009,295624.9999,1
513075.0009,295674.9999,1
513125.0009,272974.9999,1
513225.0009,272874.9999,1
513225.0009,295424.9999,1
513225.0009,295474.9999,1
513275.0009,293524.9999,1
513275.0009,295324.9999,1
513275.0009,295424.9999,1
513325.0009,293574.9999,1
513425.0009,264774.9999,1
513425.0009,265724.9999,1
513425.0009,293624.9999,1
513425.0009,295174.9999,1
513425.0009,298474.9999,1
513425.0009,302624.9999,1
513475.0009,302624.9999,1
513525.0009,298474.9999,1
513575.0009,293774.9999,1
513575.0009,295824.9999,1
513575.0009,305624.9999,1
513625.0009,275274.9999,1
513625.0009,294874.9999,1
513625.0009,294924.9999,1
513675.0009,294874.9999,1
513725.0009,298424.9999,1
513775.0009,264424.9999,1
513825.0009,264374.9999,1
513825.0009,293974.9999,1
513825.0009,298424.9999,1
513875.0009,294524.9999,1
513875.0009,294624.9999,1
513875.0009,295924.9999,1
513875.0009,296174.9999,1
513925.0009,272424.9999,1
513925.0009,303524.9999,1
513925.0009,305674.9999,1
513975.0009,293974.9999,1
513975.0009,294074.9999,1
513975.0009,294124.9999,1
513975.0009,294224.9999,1
513975.0009,294324.9999,1
513975.0009,296274.9999,1
513975.0009,308924.9999,1
514025.0009,264224.9999,1
514025.0009,294124.9999,1
514025.0009,294224.9999,1
514025.0009,294324.9999,1
514025.0009,294424.9999,1
514075.0009,285474.9999,1
514075.0009,294174.9999,1
514075.0009,294274.9999,1
514075.0009,294324.9999,1
514075.0009,294624.9999,1
514125.0009,264124.9999,1
514125.0009,272374.9999,1
514125.0009,296424.9999,1
514175.0009,294124.9999,1
514175.0009,294224.9999,1
514175.0009,294324.9999,1
514225.0009,266924.9999,1
514225.0009,294224.9999,1
514225.0009,294274.9999,1
514225.0009,296424.9999,1
514325.0009,272324.9999,1
514325.0009,293724.9999,1
514325.0009,294274.9999,1
514325.0009,298524.9999,1
514375.0009,294924.9999,1
514425.0009,293624.9999,1
514425.0009,293824.9999,1
514425.0009,294374.9999,1
514425.0009,294974.9999,1
514425.0009,308324.9999,1
514425.0009,309124.9999,1
514475.0009,272274.9999,1
514475.0009,293724.9999,1
514475.0009,305774.9999,1
514475.0009,306774.9999,1
514525.0009,281824.9999,1
514525.0009,294324.9999,1
514525.0009,296224.9999,1
514525.0009,296324.9999,1
514525.0009,306224.9999,1
514525.0009,306324.9999,1
514575.0009,294524.9999,1
514625.0009,285574.9999,1
514625.0009,298574.9999,1
514675.0009,294424.9999,1
514725.0009,291224.9999,1
514725.0009,294424.9999,1
514725.0009,295174.9999,1
514725.0009,305474.9999,1
514725.0009,305824.9999,1
514775.0009,263824.9999,1
514775.0009,266924.9999,1
514775.0009,272274.9999,1
514775.0009,294474.9999,1
514775.0009,296374.9999,1
514775.0009,296824.9999,1
514825.0009,263774.9999,1
514825.0009,294424.9999,1
514825.0009,295824.9999,1
514825.0009,295974.9999,1
514875.0009,266674.9999,1
514875.0009,293124.9999,1
514875.0009,294424.9999,1
514875.0009,295524.9999,1
514875.0009,305324.9999,1
514925.0009,271924.9999,1
514925.0009,295374.9999,1
514925.0009,302124.9999,1
514925.0009,308424.9999,1
514975.0009,272274.9999,1
514975.0009,292974.9999,1
514975.0009,296024.9999,1
514975.0009,306974.9999,1
515025.0009,294674.9999,1
515025.0009,296274.9999,1
515025.0009,296524.9999,1
515025.0009,305224.9999,1
515025.0009,306524.9999,1
515025.0009,307774.9999,1
515075.0009,297024.9999,1
515075.0009,308574.9999,1
515075.0009,309324.9999,1
515125.0009,272274.9999,1
515125.0009,296624.9999,1
515125.0009,308624.9999,1
515125.0009,308724.9999,1
515175.0009,294524.9999,1
515175.0009,295274.9999,1
515175.0009,298474.9999,1
515225.0009,292624.9999,1
515225.0009,294424.9999,1
515225.0009,294524.9999,1
515225.0009,294724.9999,1
515225.0009,295174.9999,1
515275.0009,294474.9999,1
515275.0009,294574.9999,1
515275.0009,302124.9999,1
515325.0009,292574.9999,1
515325.0009,295224.9999,1
515325.0009,305724.9999,1
515375.0009,263374.9999,1
515375.0009,295124.9999,1
515375.0009,305174.9999,1
515375.0009,305474.9999,1
515375.0009,305524.9999,1
515375.0009,309274.9999,1
515425.0009,286024.9999,1
515425.0009,294624.9999,1
515425.0009,296674.9999,1
515425.0009,298524.9999,1
515425.0009,304774.9999,1
515475.0009,277424.9999,1
515475.0009,302224.9999,1
515475.0009,304374.9999,1
515475.0009,304524.9999,1
515475.0009,305074.9999,1
515475.0009,305124.9999,1
515525.0009,266674.9999,1
515525.0009,298474.9999,1
515525.0009,298524.9999,1
515525.0009,298574.9999,1
515575.0009,279224.9999,1
515575.0009,285874.9999,1
515575.0009,292224.9999,1
515575.0009,294674.9999,1
515575.0009,296624.9999,1
515575.0009,298224.9999,1
515575.0009,298374.9999,1
515575.0009,298524.9999,1
515575.0009,298624.9999,1
515575.0009,298724.9999,1
515575.0009,305174.9999,1
515625.0009,294674.9999,1
515625.0009,295474.9999,1
515625.0009,298574.9999,1
515675.0009,263024.9999,1
515675.0009,294674.9999,1
515675.0009,296624.9999,1
515725.0009,294724.9999,1
515725.0009,298374.9999,1
515775.0009,295174.9999,1
515775.0009,295324.9999,1
515775.0009,298674.9999,1
515775.0009,303974.9999,1
515825.0009,272124.9999,1
515825.0009,291424.9999,1
515825.0009,295074.9999,1
515825.0009,295174.9999,1
515825.0009,298674.9999,1
515825.0009,301924.9999,1
515825.0009,303574.9999,1
515875.0009,277324.9999,1
515875.0009,290524.9999,1
515875.0009,291024.9999,1
515875.0009,295524.9999,1
515875.0009,299124.9999,1
515875.0009,299274.9999,1
515875.0009,303774.9999,1
515875.0009,305824.9999,1
515925.0009,272024.9999,1
515925.0009,290374.9999,1
515925.0009,290424.9999,1
515925.0009,294824.9999,1
515925.0009,298124.9999,1
515925.0009,298624.9999,1
515925.0009,299774.9999,1
515925.0009,302074.9999,1
515925.0009,303724.9999,1
515975.0009,272074.9999,1
515975.0009,277274.9999,1
515975.0009,284974.9999,1
515975.0009,286424.9999,1
515975.0009,290524.9999,1
515975.0009,290574.9999,1
515975.0009,290674.9999,1
515975.0009,290824.9999,1
515975.0009,298074.9999,1
515975.0009,303724.9999,1
515975.0009,305224.9999,1
515975.0009,308574.9999,1
516025.0009,262324.9999,1
516025.0009,298424.9999,1
516025.0009,298824.9999,1
516025.0009,308524.9999,1
516075.0009,284924.9999,1
516075.0009,290324.9999,1
516075.0009,290374.9999,1
516075.0009,290874.9999,1
516075.0009,296074.9999,1
516075.0009,297924.9999,1
516075.0009,299174.9999,1
516075.0009,299624.9999,1
516075.0009,301624.9999,1
516075.0009,301924.9999,1
516075.0009,302024.9999,1
516125.0009,272074.9999,1
516125.0009,289924.9999,1
516125.0009,290224.9999,1
516125.0009,295274.9999,1
516125.0009,295324.9999,1
516125.0009,297574.9999,1
516125.0009,299724.9999,1
516125.0009,299774.9999,1
516175.0009,269124.9999,1
516175.0009,290224.9999,1
516175.0009,295174.9999,1
516175.0009,297574.9999,1
516175.0009,298974.9999,1
516175.0009,299324.9999,1
516175.0009,299874.9999,1
516175.0009,300024.9999,1
516175.0009,300674.9999,1
516175.0009,302074.9999,1
516225.0009,277074.9999,1
516225.0009,289374.9999,1
516225.0009,289524.9999,1
516225.0009,295624.9999,1
516225.0009,295674.9999,1
516225.0009,299024.9999,1
516225.0009,299324.9999,1
516225.0009,300124.9999,1
516225.0009,300324.9999,1
516225.0009,300524.9999,1
516225.0009,300574.9999,1
516225.0009,303774.9999,1
516225.0009,304524.9999,1
516225.0009,305874.9999,1
516225.0009,308074.9999,1
516275.0009,259174.9999,1
516275.0009,259324.9999,1
516275.0009,259374.9999,1
516275.0009,272024.9999,1
516275.0009,286424.9999,1
516275.0009,289374.9999,1
516275.0009,295474.9999,1
516275.0009,300124.9999,1
516275.0009,301024.9999,1
516275.0009,301774.9999,1
516275.0009,301974.9999,1
516325.0009,261974.9999,1
516325.0009,294974.9999,1
516325.0009,295274.9999,1
516325.0009,302824.9999,1
516325.0009,307874.9999,1
516375.0009,258724.9999,1
516375.0009,261924.9999,1
516375.0009,272024.9999,1
516375.0009,295324.9999,1
516375.0009,295424.9999,1
516375.0009,297674.9999,1
516375.0009,299774.9999,1
516375.0009,300274.9999,1
516375.0009,307774.9999,1
516425.0009,258624.9999,1
516425.0009,258674.9999,1
516425.0009,259324.9999,1
516425.0009,268774.9999,1
516425.0009,291074.9999,1
516425.0009,295074.9999,1
516425.0009,295324.9999,1
516425.0009,295524.9999,1
516425.0009,297574.9999,1
516425.0009,300274.9999,1
516425.0009,300424.9999,1
516425.0009,300524.9999,1
516425.0009,300674.9999,1
516475.0009,288024.9999,1
516475.0009,297674.9999,1
516475.0009,300324.9999,1
516475.0009,302974.9999,1
516475.0009,303874.9999,1
516525.0009,258274.9999,1
516525.0009,258374.9999,1
516525.0009,259124.9999,1
516525.0009,259324.9999,1
516525.0009,261824.9999,1
516525.0009,295224.9999,1
516525.0009,297524.9999,1
516525.0009,299774.9999,1
516525.0009,299874.9999,1
516525.0009,299924.9999,1
516525.0009,300324.9999,1
516525.0009,302224.9999,1
516525.0009,302274.9999,1
516525.0009,303324.9999,1
516575.0009,268224.9999,1
516575.0009,284174.9999,1
516575.0009,287574.9999,1
516575.0009,287624.9999,1
516575.0009,291174.9999,1
516575.0009,294124.9999,1
516575.0009,295074.9999,1
516575.0009,295124.9999,1
516575.0009,295174.9999,1
516575.0009,298524.9999,1
516575.0009,300024.9999,1
516575.0009,300074.9999,1
516575.0009,300124.9999,1
516575.0009,300324.9999,1
516575.0009,300374.9999,1
516575.0009,300424.9999,1
516575.0009,302174.9999,1
516575.0009,303224.9999,1
516625.0009,258674.9999,1
516625.0009,258724.9999,1
516625.0009,259274.9999,1
516625.0009,291274.9999,1
516625.0009,295074.9999,1
516625.0009,295624.9999,1
516625.0009,300824.9999,1
516625.0009,301874.9999,1
516675.0009,261574.9999,1
516675.0009,299424.9999,1
516675.0009,300474.9999,1
516725.0009,259574.9999,1
516725.0009,260374.9999,1
516725.0009,266374.9999,1
516725.0009,283424.9999,1
516725.0009,283824.9999,1
516725.0009,295274.9999,1
516725.0009,299024.9999,1
516725.0009,299124.9999,1
516725.0009,299224.9999,1
516725.0009,300274.9999,1
516775.0009,259474.9999,1
516775.0009,283474.9999,1
516775.0009,286824.9999,1
516775.0009,291374.9999,1
516775.0009,294174.9999,1
516775.0009,295224.9999,1
516775.0009,296824.9999,1
516775.0009,298574.9999,1
516775.0009,300974.9999,1
516775.0009,301024.9999,1
516825.0009,257924.9999,1
516825.0009,291474.9999,1
516825.0009,293874.9999,1
516825.0009,294724.9999,1
516825.0009,297024.9999,1
516825.0009,298624.9999,1
516825.0009,302874.9999,1
516875.0009,258174.9999,1
516875.0009,260624.9999,1
516875.0009,291524.9999,1
516875.0009,295274.9999,1
516875.0009,295324.9999,1
516875.0009,296574.9999,1
516875.0009,296924.9999,1
516875.0009,296974.9999,1
516875.0009,299324.9999,1
516875.0009,301074.9999,1
516875.0009,301874.9999,1
516925.0009,258024.9999,1
516925.0009,258324.9999,1
516925.0009,258424.9999,1
516925.0009,258524.9999,1
516925.0009,258774.9999,1
516925.0009,259474.9999,1
516925.0009,271874.9999,1
516925.0009,278124.9999,1
516925.0009,285874.9999,1
516925.0009,295274.9999,1
516925.0009,295774.9999,1
516925.0009,296874.9999,1
516925.0009,296924.9999,1
516925.0009,300074.9999,1
516925.0009,300174.9999,1
516925.0009,301024.9999,1
516925.0009,306474.9999,1
516975.0009,258174.9999,1
516975.0009,258274.9999,1
516975.0009,258774.9999,1
516975.0009,258974.9999,1
516975.0009,259074.9999,1
516975.0009,259174.9999,1
516975.0009,259274.9999,1
516975.0009,285724.9999,1
516975.0009,294524.9999,1
516975.0009,299324.9999,1
516975.0009,299524.9999,1
516975.0009,301074.9999,1
516975.0009,301124.9999,1
516975.0009,301774.9999,1
517025.0009,258824.9999,1
517025.0009,291674.9999,1
517025.0009,294074.9999,1
517025.0009,294174.9999,1
517025.0009,295324.9999,1
517025.0009,295374.9999,1
517025.0009,295574.9999,1
517025.0009,295874.9999,1
517025.0009,296124.9999,1
517025.0009,298074.9999,1
517025.0009,302374.9999,1
517075.0009,283624.9999,1
517075.0009,284974.9999,1
517075.0009,295824.9999,1
517075.0009,298874.9999,1
517075.0009,299374.9999,1
517075.0009,300124.9999,1
517075.0009,300224.9999,1
517075.0009,301124.9999,1
517075.0009,301524.9999,1
517075.0009,302274.9999,1
517075.0009,303874.9999,1
517075.0009,303924.9999,1
517075.0009,304974.9999,1
517125.0009,258674.9999,1
517125.0009,259724.9999,1
517125.0009,260924.9999,1
517125.0009,284824.9999,1
517125.0009,294624.9999,1
517125.0009,296724.9999,1
517125.0009,301524.9999,1
517125.0009,304024.9999,1
517125.0009,304624.9999,1
517125.0009,304674.9999,1
517175.0009,259674.9999,1
517175.0009,260324.9999,1
517175.0009,261174.9999,1
517175.0009,284824.9999,1
517175.0009,299624.9999,1
517175.0009,301174.9999,1
517175.0009,301524.9999,1
517175.0009,303924.9999,1
517175.0009,304624.9999,1
517225.0009,282974.9999,1
517225.0009,287024.9999,1
517225.0009,287074.9999,1
517225.0009,295624.9999,1
517225.0009,296874.9999,1
517225.0009,298324.9999,1
517225.0009,298874.9999,1
517225.0009,299324.9999,1
517225.0009,301174.9999,1
517225.0009,302374.9999,1
517275.0009,258774.9999,1
517275.0009,259674.9999,1
517275.0009,260474.9999,1
517275.0009,267124.9999,1
517275.0009,267474.9999,1
517275.0009,283324.9999,1
517275.0009,283474.9999,1
517275.0009,284324.9999,1
517275.0009,294274.9999,1
517275.0009,294774.9999,1
517275.0009,295424.9999,1
517275.0009,295474.9999,1
517275.0009,296124.9999,1
517275.0009,299074.9999,1
517275.0009,299874.9999,1
517275.0009,303274.9999,1
517275.0009,304624.9999,1
517325.0009,259774.9999,1
517325.0009,260974.9999,1
517325.0009,294324.9999,1
517325.0009,295074.9999,1
517325.0009,295474.9999,1
517325.0009,295724.9999,1
517325.0009,299774.9999,1
517325.0009,299874.9999,1
517325.0009,300074.9999,1
517325.0009,300174.9999,1
517325.0009,300524.9999,1
517325.0009,301174.9999,1
517325.0009,301274.9999,1
517325.0009,302774.9999,1
517375.0009,259524.9999,1
517375.0009,260274.9999,1
517375.0009,261374.9999,1
517375.0009,295824.9999,1
517375.0009,296474.9999,1
517375.0009,299874.9999,1
517375.0009,300924.9999,1
517375.0009,301974.9999,1
517375.0009,303574.9999,1
517375.0009,304374.9999,1
517425.0009,259774.9999,1
517425.0009,287224.9999,1
517425.0009,295524.9999,1
517425.0009,296474.9999,1
517425.0009,298774.9999,1
517425.0009,299674.9999,1
517425.0009,301924.9999,1
517425.0009,303624.9999,1
517425.0009,304174.9999,1
517425.0009,304274.9999,1
517475.0009,260824.9999,1
517475.0009,292324.9999,1
517475.0009,292374.9999,1
517475.0009,292574.9999,1
517475.0009,296424.9999,1
517475.0009,298674.9999,1
517475.0009,298724.9999,1
517475.0009,299574.9999,1
517475.0009,299674.9999,1
517475.0009,300574.9999,1
517475.0009,300674.9999,1
517475.0009,301874.9999,1
517525.0009,283274.9999,1
517525.0009,283924.9999,1
517525.0009,283974.9999,1
517525.0009,292274.9999,1
517525.0009,292624.9999,1
517525.0009,292674.9999,1
517525.0009,292824.9999,1
517525.0009,294924.9999,1
517525.0009,295524.9999,1
517525.0009,296374.9999,1
517525.0009,298574.9999,1
517575.0009,281724.9999,1
517575.0009,291974.9999,1
517575.0009,293174.9999,1
517575.0009,293374.9999,1
517575.0009,293974.9999,1
517575.0009,295224.9999,1
517575.0009,295524.9999,1
517575.0009,295824.9999,1
517575.0009,296824.9999,1
517575.0009,300274.9999,1
517575.0009,300524.9999,1
517575.0009,301374.9999,1
517575.0009,301824.9999,1
517575.0009,303224.9999,1
517575.0009,303624.9999,1
517575.0009,304324.9999,1
517625.0009,283024.9999,1
517625.0009,293424.9999,1
517625.0009,293874.9999,1
517625.0009,295524.9999,1
517625.0009,296224.9999,1
517625.0009,299224.9999,1
517625.0009,299674.9999,1
517625.0009,299824.9999,1
517625.0009,300024.9999,1
517625.0009,300724.9999,1
517625.0009,301674.9999,1
517625.0009,302374.9999,1
517625.0009,302774.9999,1
