Reference,Date,Year,Month,Day,Day,Time,Severity,Road_Class,Main_rd_no,Junction Detail,Light,Weather,Surface,Speed_limit,Cycle,TWMV,Child,Child_Pedestrian,Ped,Skid,HGV,LGV,PSV,School Journey,,Pedestrian-1_Sex,Pedestrian_1_Age,Pedestrian_1_Severity,Pedestria_1_Location,Pedestrian-1_Movement,Pedestrian_1_Mov_To,Location,Number_Vehicles,Vehicle_1_Type,Vehicle_1_Manouvres,Vehicle_1_From_Direction,Vehicle_1_To_Direction,Vehicle_1_Location,Vehicle_1_Skidding,Vehicle_2_Type,Vehicle_2_Manouvres,Vehicle_2_From_Direction,Vehicle_2_To_Direction,Vehicle_2_Location,Vehicle_ 2_Skidding,Vehicle_3_Type,V3_Manouvres,V3_From_Direction,V3_To_Direction,V3_Location,V3_Skidding,Easting,Northing
342912,20120729,2012,7,29,Sunday,1540,Slight,C,295,'T'/staggered junctn,Day,Rain (no wind),Wet/damp,30,Y,N,Y,N,N,N,N,Y,N,N,0,,0,,,,,REGENTS ST JUNCTION PARK TERRACE CAMBRIDGE,2,Van/GV <=3.5t mgw,Turning left,NW,NE,Leaving main road,Did not skid,Pedal cycle,Going ahead,NW,SE,Approaching jnctn or waiting/parked,Did not skid,,,,,,,545300.7989,258126.3314
343012,20120729,2012,7,29,Sunday,1740,Slight,A,142,Roundabout,Day,Rain (no wind),Wet/damp,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A142 NEWMARKET RD RDABT C147 SNAILWELL RD FORDHAM ELY,1,Car,Going ahead,SE,NE,Entering roundabout,Skidded,,,,,,,,,,,,,563204.8667,268561.4543
343412,20120729,2012,7,29,Sunday,1550,Slight,C,312,'T'/staggered junctn,Day,Rain (no wind),Wet/damp,40,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,HIGH RD JUNCTION ST MARYS CLOSE WISBECH ST MARY,1,Car,Going ahead left hand bend,SE,SW,Approaching jnctn or waiting/parked,Skidded,,,,,,,,,,,,,542236.1015,308156.4304
343512,20120729,2012,7,29,Sunday,1850,Slight,A(M),1,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A1M SOUTHBOUND CWAY 200M NORTH OF B1043 SAWTRY,1,Car,Going ahead,N,S,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,517193.9628,284803.3451
343912,20120730,2012,7,30,Monday,755,Serious,A(M),1,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A1M GREAT NORTH RD 400M SOUTH OF JNCT 16 PETERBOROUGH,2,Car,Going ahead,S,N,"Not at,or within 20m of, junction",Skidded/ovrtn,Car,Going ahead,S,N,"Not at,or within 20m of, junction",Did not skid,,,,,,,516061.2481,290343.7792
344012,20120726,2012,7,26,Thursday,1630,Slight,C,332,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,JNCT MARKET HILL AND EAST PARK ST CHATTERIS,2,Car,Turning left,N,S,Leaving main road,Did not skid,Pedal cycle,Going ahead right hand bend,N,SW,Approaching jnctn or waiting/parked,Did not skid,,,,,,,539395.9335,285982.7276
344212,20120730,2012,7,30,Monday,1059,Slight,C,235,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,CAMBRIDGE RD JUNCTION CARAWAY RD FULBOURN,2,Car,Waiting to turn right,E,N,Approaching jnctn or waiting/parked,Did not skid,Car,Going ahead,E,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,551305.6604,255953.3034
344712,20120726,2012,7,26,Thursday,934,Serious,A,605,Roundabout,Day,Fine (no wind),Dry,30,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,A605 WHITTLESEY RD JNCT SOUTH ST STANGROUND,2,Motorcycle >500cc,Going ahead,SE,NW,Leaving roundabout,Skidded/ovrtn,Motorcycle >500cc,Slow or stopping,SE,NW,Leaving roundabout,Did not skid,,,,,,,520244.487,296746.7264
345112,20120730,2012,7,30,Monday,1315,Slight,A,10,Private drive/entry,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,Y,Y,N,N,0,,0,,,,,ELY ROAD JUNCTION DICKERSON INDUSTRIAL ESTATE,2,Van/GV <=3.5t mgw,Moving off,NW,SE,Entering main road,Did not skid,GV >3.5 < 7.5t mgw,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,548584.4275,268048.7711
345712,20120729,2012,7,29,Sunday,1045,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,IVY FIELD JUNCTION HIGH ST BARTON,2,Car,Reversing,NW,SW,Leaving main road,Did not skid,Car,Reversing,SW,NE,Entering main road,Did not skid,,,,,,,540709.9736,255682.4309
345812,20120730,2012,7,30,Monday,1510,Slight,A,1101,Uncoded junction,Day,Fine (no wind),Dry,40,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,SUTTON RD JUNCTION DOWGATE RD WISBECH,2,Car,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to turn right,N,W,Approaching jnctn or waiting/parked,Did not skid,,,,,,,545160.1217,310596.0521
345912,20120730,2012,7,30,Monday,859,Slight,A,428,'T'/staggered junctn,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A428 JUNCTION B1040 ELTISLEY,2,Car,Going ahead,NE,SW,Approaching jnctn or waiting/parked,Did not skid,Car,Waiting to turn right,NE,N,Approaching jnctn or waiting/parked,Did not skid,,,,,,,527233.9407,260016.4903
346212,20120730,2012,7,30,Monday,1715,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,TAVERNERS RD 15M WEST OF CROMWELL RD PETERBOROUGH,2,Car,Slow or stopping,E,W,Cleared jnctn or waiting/parked at,Did not skid,Car,Waiting to go ahd but held up,E,W,Cleared jnctn or waiting/parked at,Did not skid,,,,,,,518754.9507,299874.2411
346312,20120730,2012,7,30,Monday,1824,Slight,A,605,Roundabout,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,A605 SYERS LANE JUNCTION B1040 WHITMORE ST WHITTLESEY,2,Car,Moving off,NE,SW,Entering roundabout,Did not skid,Pedal cycle,Going ahead,NW,SE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,526870.5561,297229.6881
346512,20120728,2012,7,28,Saturday,1655,Slight,U,0,Not at junction,Day,Unknown,Dry,50,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,ROYSTON RD COMBERTON NEAR FIREWORK FACTORY,2,Car,Going ahead right hand bend,N,S,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead left hand bend,S,N,"Not at,or within 20m of, junction",Did not skid,,,,,,,538293.3875,255367.751
346612,20120731,2012,7,31,Tuesday,913,Slight,B,1061,Not at junction,Day,Fine (no wind),Wet/damp,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,B1061 NEAR TURNING FOR ACRE ROAD,1,Car,Going ahead right hand bend,SE,NW,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,565568.5031,254067.2233
347012,20120727,2012,7,27,Friday,640,Slight,A,1134,Roundabout,Day,Fine (no wind),Dry,30,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,A1307 ADDENBROOKES ROUNDABOUT CAMBRIDGE,2,Car,Parked,Parked,Parked,Cleared jnctn or waiting/parked at,Did not skid,Motorcycle >50 <= 12,Turning right,SE,NE,Cleared jnctn or waiting/parked at,Did not skid,,,,,,,546806.7676,255333.3009
347212,20120731,2012,7,31,Tuesday,930,Serious,U,0,'T'/staggered junctn,Day,Rain (no wind),Wet/damp,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,SCIENCE PARK UNIT 25 CAMBRIDGE,2,Pedal cycle,Going ahead,Parked,Parked,Approaching jnctn or waiting/parked,Did not skid,Car,Parked,Parked,Parked,Approaching jnctn or waiting/parked,Did not skid,,,,,,,546624.3703,261412.2008
347312,20120731,2012,7,31,Tuesday,1250,Slight,A,1260,Not at junction,Day,Fine (no wind),Wet/damp,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A1260 NENE PARKWAY 250M SOUTH OF JNCT 15 ORTON LONGUEVILLE,2,Car,Changing lane to right,NW,SE,"Not at,or within 20m of, junction",Skidded,Car,Slow or stopping,NW,SE,"Not at,or within 20m of, junction",Did not skid,,,,,,,515747.3916,298354.966
347412,20120731,2012,7,31,Tuesday,949,Slight,A,1125,'T'/staggered junctn,Day,Rain (no wind),Wet/damp,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,THORPE PARK RD OUTSIDE NO 50 JUNCTION BERKELEY RD PETERBOROU,2,Car,Turning right,NE,NW,Leaving main road,Did not skid,Car,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,517340.4363,299098.6432
347712,20120731,2012,7,31,Tuesday,1400,Serious,A,15,Roundabout,Day,Fine (no wind),Dry,70,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,A15 WERRINGTON PARKWAY JUNCTION PAPYRUS RD PETERBOROUGH,2,Car,Going ahead,SE,NW,Entering roundabout,Did not skid,Motorcycle <=50cc,Going ahead,NE,SW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,515960.6501,303687.4096
348012,20120731,2012,7,31,Tuesday,1455,Slight,A,1127,Cross roads,Day,Rain (no wind),Wet/damp,30,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,A1127 PRINCES GATE JUNCTION BROADWAY PETERBOROUGH,2,Car,Moving off,E,W,Entering main road,Did not skid,Motorcycle >50 <= 12,Going ahead left hand bend,NE,SW,Mid jnctn - on rbout or main road,Skidded,,,,,,,519667.6872,299765.5323
348112,20120731,2012,7,31,Tuesday,1040,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,GARTON END RD 50M SOUTH OF PYECROFT PETERBOROUGH,2,Car,Overtaking on nearside,SW,NE,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,SW,NE,"Not at,or within 20m of, junction",Did not skid,,,,,,,519558.0362,300763.1067
348312,20120731,2012,7,31,Tuesday,2120,Slight,U,0,Not at junction,Dark,Fine (no wind),Dry,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,BEGDALE RD ELM,1,Car,Going ahead left hand bend,NE,Parked,"Not at,or within 20m of, junction",Skidded/ovrtn,,,,,,,,,,,,,545788.6839,306336.5513
349812,20120801,2012,8,1,Wednesday,1025,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,Y,Y,Y,N,N,N,N,N,3,Female,43,Slight,,Crossing from driver's nearside,Towards N,STATION RD JW WARREN CLOSE CAMBRIDGE,1,Car,Reversing,W,E,Mid jnctn - on rbout or main road,Did not skid,,,,,,,,,,,,,546026.7188,257293.3198
349912,20120801,2012,8,1,Wednesday,1435,Slight,C,140,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Female,56,Slight, On footway/verge,Walking along facing traffic,Unknown,BROAD ST ELY    NEAR PELICAN CROSSING,1,Car,Going ahead,NE,SW,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,554325.0018,279943.9961
350212,20120801,2012,8,1,Wednesday,1705,Slight,A,505,Not at junction,Day,Fine (no wind),Dry,50,N,N,Y,N,N,Y,N,N,N,N,0,,0,,,,,A505 600M WEST OF A1301 SAWSTON BYPASS CAMBRIDGE,3,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Skidded,Car,Waiting to go ahd but held up,E,W,"Not at,or within 20m of, junction",Did not skid,Car,Waiting to go ahd but held up,E,W,"Not at,or within 20m of, junction",Did not skid,548624.2594,247245.1161
350412,20120801,2012,8,1,Wednesday,1648,Slight,A,141,Private drive/entry,Day,Fine (no wind),Dry,50,N,N,N,N,N,N,N,Y,N,N,0,,0,,,,,A14 WISBECH RD OUTSIDE NO 369 MARCH,2,Van/GV <=3.5t mgw,Turning right,E,N,Entering main road,Did not skid,Car,Going ahead,N,SE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,539773.6563,298685.4714
350512,20120731,2012,7,31,Tuesday,1145,Slight,B,1099,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Male,42,Slight, On footway/verge,In c/w standing/playing (masked),Standing still,DARTFORD RD OUTSIDE NO 44 MARCH,1,Car,Ovrtking statny veh on offsde,SE,NW,Cleared jnctn or waiting/parked at,Did not skid,,,,,,,,,,,,,541289.3376,296965.3738
352712,20120803,2012,8,3,Friday,630,Slight,C,58,Private drive/entry,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,C58 DOGSTHORPE RD CAR PARK OF FITNESS CENTRE BUILDING,1,Taxi/private hire ca,Going ahead,NW,SE,Approaching jnctn or waiting/parked,Did not skid,,,,,,,,,,,,,519216.4433,301193.2436
352812,20120803,2012,8,3,Friday,828,Slight,U,0,Private drive/entry,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,MASKEW AVE PETERBOROUGH,2,Car,Turning right,S,E,Leaving main road,Did not skid,Car,Going ahead,N,S,Mid jnctn - on rbout or main road,Did not skid,,,,,,,518089.0878,300770.6246
352912,20120725,2012,7,25,Wednesday,805,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,Y,N,N,N,Y,N,N,N,0,,0,,,,,A14 600YDS WEST OF SPALDWICK JUNCTION,2,GV >= 7.5t mgw,Changing lane to right,E,W,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,,,,,,,512114.7331,273386.7931
353012,20120803,2012,8,3,Friday,820,Slight,A,1139,Roundabout,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,Y,N,N,N,0,,0,,,,,A1139 FRANK PERKINS PARKWAY JUNCTION A15 PETERBOROUGH,2,GV >= 7.5t mgw,Going ahead,W,E,Approaching jnctn or waiting/parked,Did not skid,Car,Slow or stopping,W,E,Approaching jnctn or waiting/parked,Did not skid,,,,,,,521311.1505,301599.8772
353112,20120713,2012,7,13,Friday,930,Serious,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,COLVILLE RD JUNCTION KEATS RD CAMBRIDGE,2,Car,Parked,Parked,Parked,Mid jnctn - on rbout or main road,Did not skid,Pedal cycle,Ovrtking statny veh on offsde,W,E,Mid jnctn - on rbout or main road,Did not skid,,,,,,,549087.3762,256500.2868
353712,20120802,2012,8,2,Thursday,1848,Slight,U,0,Not at junction,Dark,Unknown,Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Male,50,Slight, In c/w and crossing road,Crossing from driver's nearside,Unknown,BOURGES BOULEVARD 30M S OF OCCUPATION RD PETERBOROUGH,1,Car,Going ahead,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,518336.0192,300499.2822
353812,20120803,2012,8,3,Friday,1445,Slight,A,15,Private drive/entry,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A15 BOURGES BOULEVARD PETS AT HOME CAR PARK,3,Car,Going ahead,SE,NW,Approaching jnctn or waiting/parked,Did not skid,Car,Slow or stopping,SE,NW,Approaching jnctn or waiting/parked,Did not skid,Car,Slow or stopping,SE,NW,Approaching jnctn or waiting/parked,Did not skid,518953.4176,298464.9146
354612,20120804,2012,8,4,Saturday,944,Slight,B,1049,'T'/staggered junctn,Day,Unknown,Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,CAMBRIDGE RD JUNCTION B1049 IMPINGTON,2,Pedal cycle,Going ahead,SE,N,Mid jnctn - on rbout or main road,Did not skid,Car,Turning right,W,SE,Entering main road,Did not skid,,,,,,,544298.8096,261981.8277
355112,20120804,2012,8,4,Saturday,1515,Slight,U,0,'T'/staggered junctn,Day,Raining & windy,Wet/damp,30,Y,N,N,N,N,Y,N,N,N,N,0,,0,,,,,MEADOW LANE JUNCTION FEN END OVER,2,Car,Slow or stopping,NW,SE,Approaching jnctn or waiting/parked,Did not skid,Pedal cycle,Turning left,SW,NW,Leaving main road,Skidded,,,,,,,537795.8887,270672.2901
355212,20120801,2012,8,1,Wednesday,1600,Slight,U,0,Roundabout,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,YARROW RD FULBOURN TESCO ROUNDABOUT,3,Car,Going ahead,N,S,Leaving roundabout,Did not skid,Car,Going ahead,N,S,Leaving roundabout,Did not skid,Car,Going ahead,S,N,Approaching jnctn or waiting/parked,Did not skid,549487.913,256484.0415
355612,20120804,2012,8,4,Saturday,1850,Slight,U,0,Roundabout,Day,Fine (no wind),Wet/damp,30,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A1139 FLETTON PARKWAY JUNCTION NATURES WAY HAMPTON,1,Car,Slow or stopping,NE,SW,Entering roundabout,Skidded,,,,,,,,,,,,,516624.3115,295118.8824
355912,20120805,2012,8,5,Sunday,350,Slight,U,0,Not at junction,Dark,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,MARKET PASSAGE  MARKET SQUARE CAMBRIDGE,2,Taxi/private hire ca,Moving off,E,N,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Going ahead,W,E,"Not at,or within 20m of, junction",Did not skid,,,,,,,544881.0841,258438.452
356012,20120804,2012,8,4,Saturday,2327,Serious,A,1303,Cross roads,Dark,Fine (no wind),Dry,60,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A1303 2M SOUTH OF SWAFFHAM HEATH DULLINGHAM,2,Car,Going ahead,NW,SE,Entering main road,Skidded/ovrtn,Car,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Skidded,,,,,,,559136.5639,260460.7631
356112,20120804,2012,8,4,Saturday,2328,Serious,A,428,Not at junction,Dark,Fine (no wind),Dry,60,N,N,N,N,N,Y,N,N,Y,N,0,,0,,,,,A428 CAMBRIDGE RD 300M WEST OF A1198 CAXTON GIBBET,2,Car,Going ahead,W,E,"Not at,or within 20m of, junction",Overturned,Bus or coach >16 sea,Going ahead,E,W,"Not at,or within 20m of, junction",Skidded,,,,,,,529332.7375,260599.0236
356712,20120805,2012,8,5,Sunday,1805,Serious,A,14,Not at junction,Day,Rain (no wind),Wet/damp,70,N,Y,N,N,N,Y,N,N,N,N,0,,0,,,,,A14 EBC BRAMPTON ADJ TO OFF SLIP B1514 THRAPSTON RD,1,Motorcycle >500cc,Changing lane to right,NW,NE,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,520445.0481,271531.4942
356812,20120806,2012,8,6,Monday,107,Serious,B,1169,Not at junction,Dark,Unknown,Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,DOWGATE RD LEVERINGTON  EXACT LOCATION UNKNOWN,1,Car,Going ahead right hand bend,SW,NW,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,544587.7825,310736.5618
357612,20120806,2012,8,6,Monday,1519,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,40,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,STANILAND WAY JUNCTION DAVIDS LANE WERRINGTON PETERBOROUGH,2,Car,Turning right,W,S,Entering main road,Did not skid,Car,Going ahead right hand bend,S,N,Mid jnctn - on rbout or main road,Did not skid,,,,,,,517308.2228,304253.1777
357812,20120806,2012,8,6,Monday,1800,Serious,U,0,Not at junction,Day,Fine (no wind),Dry,30,Y,N,N,N,Y,Y,N,N,N,N,1,Male,46,Slight, On footway/verge,Not known,Towards NE,RIVERSIDE 30M SOUTH OF ST BARTHOLEMEWS CLOSE CAMBRIDGE,1,Pedal cycle,Going ahead,NE,SW,"Not at,or within 20m of, junction",Skidded,,,,,,,,,,,,,546502.0714,259359.0885
357912,20120806,2012,8,6,Monday,1459,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,Y,N,Y,N,N,N,N,Y,N,N,0,,0,,,,,EARLS CLOSE OUTSIDE NO 32 PETERBOROUGH,2,Van/GV <=3.5t mgw,Reversing,N,S,"Not at,or within 20m of, junction",Did not skid,Pedal cycle,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,519594.199,296862.6932
358012,20120806,2012,8,6,Monday,2154,Slight,A,15,Roundabout,Dark,Fine (no wind),Dry,40,N,Y,Y,N,N,N,N,N,N,N,0,,0,,,,,A15 BOURGES BOULEVARD JUNCTION BRIDGE ST PETERBOROUGH,2,Car,Moving off,E,W,Entering roundabout,Did not skid,Motorcycle <=50cc,Going ahead,N,SE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,518751.4383,299073.0105
358112,20120807,2012,8,7,Tuesday,241,Serious,A,14,Not at junction,Dark,Fine (no wind),Dry,70,N,N,N,N,N,N,Y,N,N,N,0,,0,,,,,A14 WBC 19A WOOLEY EASTON,1,GV >= 7.5t mgw,Going ahead,E,W,"Not at,or within 20m of, junction",Overturned,,,,,,,,,,,,,514776.7005,272273.6417
358312,20120807,2012,8,7,Tuesday,715,Slight,B,660,Not at junction,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,B660 MAIN ST OUTSIDE NO 66 GREAT GIDDING,1,Car,Going ahead,NE,SW,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,511898.8609,283439.6755
359212,20120807,2012,8,7,Tuesday,1747,Slight,U,0,'T'/staggered junctn,Day,Uncoded,Dry,30,N,N,N,N,Y,N,N,N,N,N,1,Male,32,Slight, In cntr c/w not on island,Crossing from driver's nearside,Towards W,WADLOES RD OS PIPE CENTRE CAMBRIDGE,1,Car,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,,,,,,,,,,,,,547691.2318,259859.9751
359512,20120808,2012,8,8,Wednesday,1441,Slight,U,0,Private drive/entry,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,CROMWELL RD JW AUTO CENTRE OPP LEVELLERS LANE,2,Car,Turning right,NW,SW,Entering main road,Did not skid,Car,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Did not skid,,,,,,,518773.1806,259149.0386
359712,20120808,2012,8,8,Wednesday,1510,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,SAVILLE RD AT INDUSTRIAL UNIT NEAR ROAD TO PRISON,2,Other vehicle - spec,Turning left,N,E,Leaving main road,Did not skid,Car,Going ahead,N,S,Approaching jnctn or waiting/parked,Did not skid,,,,,,,517704.3733,300165.1679
359812,20120808,2012,8,8,Wednesday,1745,Slight,C,279,'T'/staggered junctn,Day,Fine (no wind),Dry,30,Y,N,N,N,N,N,N,N,N,N,0,,0,,,,,HIGH ST JUNCTION PRIMARY COURT CAMBRIDGE,2,Pedal cycle,Ovrtking moving veh on offsde,SW,NE,Cleared jnctn or waiting/parked at,Did not skid,Car,Ovrtking statny veh on offsde,NE,SW,Approaching jnctn or waiting/parked,Did not skid,,,,,,,546605.8602,259988.4083
360212,20120809,2012,8,9,Thursday,928,Serious,C,199,Not at junction,Day,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,HARDWICK RD 356M SOUTH OF ASPLINS FARM TOFT,1,Car,Going ahead right hand bend,N,S,"Not at,or within 20m of, junction",Did not skid,,,,,,,,,,,,,536467.6836,256952.0175
360312,20120807,2012,8,7,Tuesday,2259,Serious,B,1102,'T'/staggered junctn,Dark,Fine (no wind),Dry,60,N,Y,N,N,N,N,N,N,N,N,0,,0,,,,,SWAFFHAM PRIOR JUNCTION HIGH ST,2,Taxi/private hire ca,Turning right,N,SW,Entering main road,Did not skid,Motorcycle >125 <=50,Going ahead,SW,NE,Mid jnctn - on rbout or main road,Overturned,,,,,,,556576.5961,263604.9631
360512,20120809,2012,8,9,Thursday,1615,Slight,A,1123,Not at junction,Day,Fine (no wind),Dry,40,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,STRETHAM RD OS NO 59 WILBURTON,2,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,Car,Parked,Parked,Parked,"Not at,or within 20m of, junction",Did not skid,,,,,,,549162.9175,274957.5635
360912,20120810,2012,8,10,Friday,1,Slight,A,141,Not at junction,Dark,Fine (no wind),Dry,60,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,A141 HUNTINGDON BY PASS 100M EAST OF HUNTINGDON RD HUNTINGDO,3,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,E,W,"Not at,or within 20m of, junction",Did not skid,524012.1584,274374.1005
361812,20120810,2012,8,10,Friday,1535,Slight,U,0,'T'/staggered junctn,Day,Fine (no wind),Dry,30,N,N,N,N,N,N,N,N,N,N,0,,0,,,,,SOUTHWELL AVE 10M SOUTH OF SWALLOWFIELD  WERRINGTON,1,Car,Going ahead left hand bend,SW,N,Approaching jnctn or waiting/parked,Did not skid,,,,,,,,,,,,,516480.4929,303883.3036
362212,20120810,2012,8,10,Friday,1650,Serious,U,0,Private drive/entry,Day,Fine (no wind),Dry,30,N,N,Y,Y,Y,N,Y,N,N,N,1,Female,14,Serious, In c/w not crossing,In c/w standing/playing,Standing still,SUTTON COURT 100M W OF SKATERS WAY WERRINGTON,1,GV >= 7.5t mgw,Reversing,S,N,Leaving main road,Did not skid,,,,,,,,,,,,,517085.3588,303905.7571
362312,20120810,2012,8,10,Friday,1718,Slight,A,10,Not at junction,Day,Fine (no wind),Dry,50,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A10 TWDS ELY BEFORE PARK & RIDE LIGHTS,2,Car,Waiting to go ahd but held up,S,N,"Not at,or within 20m of, junction",Did not skid,Car,Slow or stopping,S,N,"Not at,or within 20m of, junction",Skidded,,,,,,,546970.5227,262620.325
362512,20120810,2012,8,10,Friday,2020,Slight,A,47,Roundabout,Day,Fine (no wind),Dry,70,N,N,Y,N,N,N,N,N,N,N,0,,0,,,,,A47 JUNCTION A15 PETERBOROUGH,2,Car,Going ahead,NE,SW,Mid jnctn - on rbout or main road,Did not skid,Car,Going ahead,NE,SW,Mid jnctn - on rbout or main road,Did not skid,,,,,,,519978.8229,302222.329
362712,20120810,2012,8,10,Friday,1757,Slight,U,0,Not at junction,Day,Fine (no wind),Dry,30,Y,N,Y,N,N,N,N,N,N,N,0,,0,,,,,THISTLEMOOR RD OS NO 76 PETERBOROUGH,2,Pedal cycle,Going ahead,NW,SE,"Not at,or within 20m of, junction",Did not skid,Car,Going ahead,SW,NE,"Not at,or within 20m of, junction",Did not skid,,,,,,,518317.4183,301161.3227
362912,20120811,2012,8,11,Saturday,910,Slight,A,14,Not at junction,Day,Fine (no wind),Dry,70,N,N,N,N,N,Y,N,N,N,N,0,,0,,,,,A14 EASTBOUND SWAFFHAM BULBECK 5000M WEST OF A142 JNCT 37,2,Car,Changing lane to right,SW,NE,"Not at,or within 20m of, junction",Skidded,Car,Going ahead,SW,NE,"Not at,or within 20m of, junction",Skidded,,,,,,,559794.6764,262833.424
